userid	time	tz	gps_time	altitude	longitude	latitude	speed	heading	horizontal_accuracy	horizontal_dop	vertical_accuracy	vertical_dop	speed_accuracy	heading_accuracy	time_since_gps_boot
141	1276945475	-7200	1276945475	592.5	8.54	47.37			252.862228394	1.91999995708	34.5	0.97000002861			320.0
141	1276945485	-7200	1276945485	591.5	8.54	47.37	4.46400003433	122.569999695	76.5265808105	1.86000001431	179.0	5.48000001907	4.96799998283	359.989990234	330.0
141	1276945495	-7200	1276945495	579.5	8.54	47.37	9.28799972534	200.13999939	64.7909927368	1.33000004292	115.0	2.8599998951	41.5800006866	18.8899993896	340.0
141	1276945505	-7200	1276945505	560.0	8.54	47.37	5.54399986267	180.899993896	83.016998291	1.20000004768	66.0	2.79999995232	21.4199993134	79.7200012207	350.0
141	1276945515	-7200	1276945515	531.5	8.54	47.37	5.54399986267	180.899993896	65.6136169434	2.0	130.0	4.03999996185	21.4199993134	79.7200012207	360.0
141	1276945525	-7200	1276945525	530.0	8.54	47.37	5.54399986267	180.899993896	70.2550201416	1.20000004768	141.0	2.77999997139	21.4199993134	79.7200012207	370.0
141	1276945535	-7200	1276945535	529.5	8.54	47.37	5.54399986267	180.899993896	49.4102096558	1.58000004292	138.5	4.90000009537	21.4199993134	79.7200012207	380.0
141	1276945545	-7200	1276945545	527.5	8.54	47.37	8.1	212.289993286	42.1726341248	1.59000003338	45.5	4.90999984741	15.4080007553	5.71999979019	390.0
141	1276945555	-7200	1276945555	527.0	8.54	47.37	8.1	212.289993286	26.5503463745	1.59000003338	79.0	4.92000007629	15.4080007553	5.71999979019	400.0
141	1276945565	-7200	1276945565	525.0	8.54	47.37	7.88400020599	194.869995117	93.8469467163	1.99000000954	65.5	4.03999996185	30.636000824	30.4799995422	410.0
141	1276945575	-7200	1276945575	523.0	8.54	47.37	6.47999982834	158.809997559	89.3111953735	1.67999994755	155.0	4.94999980927	9.61200027466	34.1699981689	420.0
141	1276945585	-7200	1276945585	523.5	8.54	47.37	3.56400003433	130.009994507	78.805770874	2.71000003815	104.0	2.83999991417	7.66800041199	359.989990234	430.0
141	1276945595	-7200	1276945595	527.5	8.54	47.37	3.56400003433	130.009994507	75.2737808228	1.29999995232	80.5	2.73000001907	7.66800041199	359.989990234	440.0
141	1276945605	-7200	1276945605	535.0	8.54	47.37	3.56400003433	130.009994507	100.465667725	1.87000000477	12.0	0.97000002861	7.66800041199	359.989990234	450.0
141	1276945615	-7200	1276945615	535.0	8.54	47.37	3.56400003433	130.009994507	96.8657455444	3.31999993324	4.0	1.0	7.66800041199	359.989990234	460.0
141	1276945625	-7200	1276945625	535.0	8.54	47.37	3.56400003433	130.009994507	83.7641525269	3.31999993324	1.5	1.0	7.66800041199	359.989990234	470.0
141	1276970220	-7200	1276970220	506.5	8.57	47.4	3.92400012016	37.7400016785	39.2519454956	2.31999993324	35.0	0.980000019073	4.24799981117	47.8600006104	361.0
141	1277549025	-7200	1277549025	1543.0	9.42463451153	47.254456581			106.314590454	3.19000005722	135.0	3.56999993324			170.0
141	1277549035	-7200	1277549035	1540.5	9.42444491295	47.254544088			97.3638458252	3.21000003815	14.0	1.0			180.0
141	1277549064	-7200	1277549064	1541.0	9.42444373948	47.2546375462			208.100982666	2.58999991417	4.5	0.959999978542			209.0
141	1277549074	-7200	1277549074	1541.0	9.42463367334	47.2547307529			107.363624573	2.58999991417	7.0	0.959999978542			219.0
141	1277549084	-7200	1277549084	1541.0	9.42468404856	47.2547589999			265.88079834	2.58999991417	4.5	0.959999978542			229.0
141	1277549094	-7200	1277549094	1541.0	9.42486124192	47.254849273			185.618469238	2.58999991417	9.5	0.959999978542			239.0
141	1277549104	-7200	1277549104	1541.0	9.42513189347	47.2549147356			139.498748779	2.6099998951	3.0	1.0			249.0
