userid	time	tz	gps_time	altitude	longitude	latitude	speed	heading	horizontal_accuracy	horizontal_dop	vertical_accuracy	vertical_dop	speed_accuracy	heading_accuracy	time_since_gps_boot
172	1274973774	-7200	1274973774	449.0	6.6	46.51	1.44000002146	232.399993896	192.101333618	8.32999992371	26.5	1.0	15.6599996567	359.989990234	396.0
172	1274973784	-7200	1274973784	449.0	6.6	46.51	1.65600003004	224.11000061	165.083084106	8.32999992371	19.5	1.0	15.552000618	359.989990234	406.0
172	1275219651	-7200	1275219651	459.0	6.59853191966	46.555554313	95.5799972534	134.320007324	30.3389396667	3.43000006676	23.5	1.0	6.04799981117	0.140000000596	128.0
172	1275219661	-7200	1275219661	459.0	6.60140515116	46.5544495785	91.6919975281	108.279998779	37.0104866028	3.43000006676	7.5	1.0	6.04799981117	0.10000000149	138.0
172	1275219671	-7200	1275219671	459.0	6.6045114833	46.5539357681	86.1840019226	101.260002136	46.3008460999	3.43000006676	2.5	1.0	4.7880001545	0.10000000149	148.0
172	1275219681	-7200	1275219681	459.0	6.60753894176	46.5535066986	82.4039978027	100.699996948	54.7082023621	3.43000006676	1.0	1.0	5.72400012016	0.109999999404	158.0
172	1275219692	-7200	1275219692	459.0	6.61012920032	46.5528339673	77.1120002747	102.010002136	38.4897003174	2.71000003815	0.5	0.990000009537	2.807999897	0.119999997318	169.0
172	1275219701	-7200	1275219701	459.0	6.61300637131	46.5523544388	83.8440032959	102.11000061	24.7088775635	2.71000003815	0.0	0.990000009537	2.37600009441	0.0900000035763	178.0
172	1275219711	-7200	1275219711	459.0	6.61603290776	46.5518633433	84.7799972534	101.220001221	24.7315196991	2.71000003815	0.0	0.990000009537	30.4560001373	0.209999993443	188.0
172	1275219721	-7200	1275219721	459.0	6.61880781958	46.5514167557	84.7799972534	101.220001221	62.3608627319	2.72000002861	0.5	0.990000009537	30.4560001373	0.209999993443	198.0
172	1275219731	-7200	1275219731	459.0	6.62101351656	46.5510078866	74.0519989014	114.569999695	31.5841941833	2.72000002861	0.5	0.990000009537	8.38799972534	0.159999996424	208.0
172	1275219741	-7200	1275219741	459.0	6.62320915527	46.5500483267	56.7720016479	118.379997253	50.1347198486	3.41000008583	0.5	1.0	7.66800041199	0.34999999404	218.0
172	1275219771	-7200	1275219771	459.5	6.62295677626	46.5485239105	56.7720016479	118.379997253	58.3005752563	2.73000001907	13.5	0.990000009537	7.66800041199	0.34999999404	248.0
172	1275219781	-7200	1275219781	460.5	6.62285225397	46.5477379397	56.7720016479	118.379997253	116.050216675	2.73000001907	4.5	0.990000009537	7.66800041199	0.34999999404	258.0
172	1275219791	-7200	1275219791	460.5	6.62264706505	46.5464353087	56.7720016479	118.379997253	51.6139335632	3.44000005722	1.5	1.0	7.66800041199	0.34999999404	268.0
172	1275219801	-7200	1275219801	460.5	6.62282610244	46.5457252779	56.7720016479	118.379997253	106.435340881	3.41000008583	1.0	1.0	7.66800041199	0.34999999404	278.0
172	1275219821	-7200	1275219821	460.0	6.62168172163	46.5430938642	56.7720016479	118.379997253	120.419929504	3.40000009537	8.0	1.0	7.66800041199	0.34999999404	298.0
172	1275219831	-7200	1275219831	460.0	6.62099189126	46.5426990767	56.7720016479	118.379997253	68.1418609619	2.74000000954	2.5	0.990000009537	7.66800041199	0.34999999404	308.0
172	1275219841	-7200	1275219841	460.5	6.62057447264	46.5426396491	56.7720016479	118.379997253	132.653625488	2.74000000954	1.0	0.990000009537	7.66800041199	0.34999999404	318.0
172	1275219850	-7200	1275219850	460.5	6.6205813458	46.5426453488	56.7720016479	118.379997253	91.3488845825	3.40000009537	1.0	1.0	7.66800041199	0.34999999404	327.0
172	1275219860	-7200	1275219860	460.5	6.62048922872	46.5426377212	56.7720016479	118.379997253	140.555328369	3.40000009537	1.0	1.0	7.66800041199	0.34999999404	337.0
172	1275219880	-7200	1275219880	460.5	6.61816878352	46.5419612181	56.7720016479	118.379997253	155.219146729	3.40000009537	3.5	1.0	7.66800041199	0.34999999404	357.0
172	1275219890	-7200	1275219890	460.5	6.61754919347	46.5417188135	56.7720016479	118.379997253	341.531951904	3.40000009537	1.5	1.0	7.66800041199	0.34999999404	367.0
172	1275219910	-7200	1275219910	460.0	6.61644680599	46.5400169526	56.7720016479	118.379997253	137.030883789	3.40000009537	6.0	1.0	7.66800041199	0.34999999404	387.0
172	1275219920	-7200	1275219920	460.0	6.61650749094	46.5392090212	56.7720016479	118.379997253	139.491195679	3.3900001049	2.0	1.0	7.66800041199	0.34999999404	397.0
172	1275219950	-7200	1275219950	460.0	6.61922230453	46.5363688144	27.1080007553	152.479995728	60.6175041199	2.76999998093	3.5	0.990000009537	13.715999794	4.86000013351	427.0
172	1275219960	-7200	1275219960	460.0	6.6195203649	46.5356550956	36.3600013733	156.300003052	91.8545379639	2.77999997139	1.5	0.990000009537	20.1960004807	2.86999988556	437.0
172	1275219970	-7200	1275219970	460.0	6.61960192078	46.5350849588	36.3600013733	156.300003052	339.365936279	2.77999997139	3.5	0.990000009537	20.1960004807	2.86999988556	447.0
172	1275220020	-7200	1275220020	462.0	6.61477201855	46.5346049274	36.3600013733	156.300003052	130.48008728	3.61999988556	11.0	1.0	20.1960004807	2.86999988556	497.0
172	1275220090	-7200	1275220090	464.0	6.6169383206	46.5341959745	33.1920009613	124.819999695	48.2404251099	2.80999994278	7.5	0.990000009537	25.5960004807	2.45000004768	567.0
172	1275220100	-7200	1275220100	464.5	6.61789494685	46.5338008517	31.968000412	110.760002136	61.7269134521	2.81999993324	2.5	0.990000009537	16.3080007553	1.62000000477	577.0
172	1275220110	-7200	1275220110	464.5	6.618	46.533	16.452000618	109.769996643	103.031646729	2.81999993324	1.0	0.980000019073	11.8439998627	10.1700000763	587.0
172	1275220139	-7200	1275220139	464.5	6.618	46.533	16.452000618	109.769996643	209.338684082	3.40000009537	9.0	1.0	11.8439998627	10.1700000763	616.0
172	1275220149	-7200	1275220149	464.5	6.6178572283	46.5331948403	16.452000618	109.769996643	145.075973511	3.40000009537	3.0	1.0	11.8439998627	10.1700000763	626.0
172	1275220179	-7200	1275220179	464.5	6.61753318404	46.5327251187	16.452000618	109.769996643	225.232666016	3.40000009537	18.0	1.0	11.8439998627	10.1700000763	656.0
172	1275220189	-7200	1275220189	464.5	6.617	46.531	16.452000618	109.769996643	63.8325271606	3.40000009537	8.0	1.0	11.8439998627	10.1700000763	666.0
172	1275220199	-7200	1275220199	464.5	6.617	46.531	3.707999897	123.660003662	54.9572525024	2.84999990463	2.5	0.980000019073	28.4039995193	180.419998169	676.0
172	1275220209	-7200	1275220209	464.5	6.617	46.531	3.707999897	123.660003662	98.8279647827	2.84999990463	1.0	0.980000019073	28.4039995193	180.419998169	686.0
172	1275220239	-7200	1275220239	464.5	6.61737962764	46.5327340873	3.707999897	123.660003662	73.9002227783	3.70000004768	12.5	1.0	28.4039995193	180.419998169	716.0
172	1275220289	-7200	1275220289	465.5	6.61938306937	46.5345616768	12.3120002747	82.9100036621	72.3455429077	2.88000011444	12.0	0.980000019073	19.763999176	54.9599990845	766.0
172	1275220299	-7200	1275220299	466.5	6.62043097451	46.5345706454	12.3120002747	82.9100036621	234.040023804	2.88000011444	4.0	0.980000019073	19.763999176	54.9599990845	776.0
172	1275220309	-7200	1275220309	466.5	6.62033064317	46.5344898439	12.3120002747	82.9100036621	244.892608643	2.88000011444	6.0	0.980000019073	19.763999176	54.9599990845	786.0
172	1275220319	-7200	1275220319	467.0	6.62074361938	46.5345811228	12.3120002747	82.9100036621	63.8400726318	2.8900001049	9.0	0.980000019073	19.763999176	54.9599990845	796.0
172	1275220329	-7200	1275220329	467.0	6.62106623871	46.5344866588	12.3120002747	82.9100036621	153.007873535	2.8900001049	3.0	0.980000019073	19.763999176	54.9599990845	806.0
172	1275220379	-7200	1275220379	467.5	6.62067086449	46.5346438194	12.3120002747	82.9100036621	117.038879395	2.91000008583	10.5	0.980000019073	19.763999176	54.9599990845	856.0
172	1275220399	-7200	1275220399	467.5	6.62146010419	46.5344196874	12.3120002747	82.9100036621	139.611953735	3.43000006676	16.0	1.0	19.763999176	54.9599990845	876.0
172	1275220483	-7200	1275220483	469.0	6.61964735068	46.534688914	12.3120002747	82.9100036621	366.648345947	5.44999980927	33.0	1.0	19.763999176	54.9599990845	960.0
172	1275220548	-7200	1275220548	469.0	6.617	46.531			92.3149032593	3.46000003815	32.5	1.0			1025.0
172	1275220559	-7200	1275220559	471.5	6.617	46.531			98.2770309448	2.97000002861	9.5	0.980000019073			1036.0
172	1275220589	-7200	1275220589	471.5	6.61742891321	46.530874898			152.517318726	3.82999992371	7.0	1.0			1066.0
172	1275220609	-7200	1275220609	472.0	6.61662483754	46.5311454658			210.765075684	2.99000000954	8.5	0.980000019073			1086.0
172	1275220619	-7200	1275220619	472.0	6.61652702077	46.5313633114			155.1587677	3.0	3.0	0.980000019073			1096.0
172	1275220629	-7200	1275220629	472.0	6.6163670103	46.5317306062			197.474807739	3.0	1.5	0.980000019073			1106.0
172	1275220639	-7200	1275220639	472.0	6.61695592259	46.5316695022			64.2249679565	3.49000000954	1.0	1.0			1116.0
172	1275220649	-7200	1275220649	472.0	6.617	46.531			107.891914368	3.49000000954	1.0	1.0			1126.0
172	1275220659	-7200	1275220659	472.0	6.617	46.531	1.18800004721	128.820007324	66.7909469604	3.01999998093	0.5	0.980000019073	10.1879997253	359.989990234	1136.0
172	1275220669	-7200	1275220669	472.0	6.617	46.531	0.395999997854	135.5	56.3383560181	3.01999998093	0.0	0.980000019073	9.14399986267	359.989990234	1146.0
172	1275220679	-7200	1275220679	472.0	6.617	46.531	0.431999990344	100.540000916	58.3232154846	3.01999998093	0.0	0.97000002861	7.66800041199	359.989990234	1156.0
172	1275220689	-7200	1275220689	472.0	6.617	46.531	5.47199993134	123.010002136	64.7079772949	4.42999982834	0.5	1.0	15.4080007553	54.0099983215	1166.0
172	1275220699	-7200	1275220699	472.0	6.617	46.531	5.47199993134	123.010002136	115.786071777	3.75999999046	121.0	4.34000015259	15.4080007553	54.0099983215	1176.0
172	1275220729	-7200	1275220729	472.5	6.61839375372	46.5307686994	5.47199993134	123.010002136	301.947937012	4.48999977112	6.5	1.0	15.4080007553	54.0099983215	1206.0
