userid	time	tz	gps_time	altitude	longitude	latitude	speed	heading	horizontal_accuracy	horizontal_dop	vertical_accuracy	vertical_dop	speed_accuracy	heading_accuracy	time_since_gps_boot
075	1254908760	-7200	1254908760	466.0	6.56	46.51	3.8880001545	190.75	55.4779968262	2.53999996185	102.5	4.84000015259	3.16799998283	103.510002136	24.0
075	1254908770	-7200	1254908770	465.5	6.56	46.51	5.86799998283	204.100006104	104.87311554	1.77999997139	106.0	3.0	37.4759994507	98.3399963379	34.0
075	1254908780	-7200	1254908780	462.5	6.56	46.51	5.86799998283	204.100006104	51.9082641602	1.10000002384	20.5	0.889999985695	37.4759994507	98.3399963379	44.0
075	1254908790	-7200	1254908790	460.5	6.56	46.51	5.86799998283	204.100006104	120.359558105	2.42000007629	150.5	3.6099998951	37.4759994507	98.3399963379	54.0
075	1254908800	-7200	1254908800	461.0	6.56	46.51	5.86799998283	204.100006104	290.536865234	1.62000000477	6.5	0.939999997616	37.4759994507	98.3399963379	64.0
075	1254908810	-7200	1254908810	460.5	6.56	46.51	5.86799998283	204.100006104	68.0060195923	2.36999988556	65.0	3.54999995232	37.4759994507	98.3399963379	74.0
075	1254908820	-7200	1254908820	455.5	6.56	46.51	5.65200018883	342.170013428	65.885307312	2.26999998093	82.0	3.30999994278	41.9399986267	130.160003662	84.0
075	1254908830	-7200	1254908830	456.5	6.56	46.51	4.03200001717	52.7099990845	53.7346382141	1.79999995232	57.5	2.17000007629	4.24799981117	67.1600036621	94.0
075	1254908840	-7200	1254908840	459.0	6.56	46.51	3.02399990559	20.8299999237	21.4183864594	1.71000003815	29.0	2.11999988556	4.64399986267	85.4899978638	104.0
075	1254908850	-7200	1254908850	459.0	6.56	46.51	3.02399990559	20.8299999237	51.0177192688	1.05999994278	11.0	0.889999985695	4.64399986267	85.4899978638	114.0
075	1254908860	-7200	1254908860	459.0	6.56	46.51	3.02399990559	20.8299999237	88.1716003418	2.73000001907	193.0	5.88000011444	4.64399986267	85.4899978638	124.0
075	1254908870	-7200	1254908870	459.0	6.56	46.51	0.720000010729	318.609985352	61.7570991516	2.77999997139	2.5	0.990000009537	12.707999897	359.989990234	134.0
075	1254908880	-7200	1254908880	459.0	6.56	46.51	0.720000010729	318.609985352	102.488258362	1.61000001431	171.0	2.6400001049	12.707999897	359.989990234	144.0
075	1254908890	-7200	1254908890	459.0	6.56	46.51	0.504000002146	203.470001221	122.570823669	4.57000017166	270.5	8.52000045776	7.63199958801	359.989990234	154.0
