userid	time	tz	gps_time	altitude	longitude	latitude	speed	heading	horizontal_accuracy	horizontal_dop	vertical_accuracy	vertical_dop	speed_accuracy	heading_accuracy	time_since_gps_boot
139	1274257111	-7200	1274257111	489.0	6.56	46.51			178.780883789	5.55000019073	29.0	0.990000009537			438.0
139	1274257121	-7200	1274257121	489.5	6.56	46.51			97.4770507812	2.24000000954	10.5	0.990000009537			448.0
139	1274257131	-7200	1274257131	489.5	6.56	46.51	1.36799998283	101.809997559	57.9685058594	1.94000005722	50.5	1.34000003338	39.6	359.989990234	458.0
139	1274257141	-7200	1274257141	489.5	6.56	46.51	1.36799998283	101.809997559	86.7074813843	2.24000000954	6.5	0.990000009537	39.6	359.989990234	468.0
139	1274257151	-7200	1274257151	489.5	6.56	46.51	1.36799998283	101.809997559	128.789550781	5.57999992371	2.5	0.990000009537	39.6	359.989990234	478.0
139	1274257161	-7200	1274257161	490.0	6.56	46.51	1.36799998283	101.809997559	91.4243545532	1.30999994278	94.5	1.66999995708	39.6	359.989990234	488.0
139	1274257171	-7200	1274257171	490.0	6.56	46.51	1.36799998283	101.809997559	195.172973633	2.40000009537	10.0	0.990000009537	39.6	359.989990234	498.0
139	1274257181	-7200	1274257181	490.5	6.56	46.51	1.36799998283	101.809997559	148.087234497	2.40000009537	3.5	0.990000009537	39.6	359.989990234	508.0
139	1274257191	-7200	1274257191	490.5	6.56	46.51	1.36799998283	101.809997559	192.6824646	2.40000009537	1.5	0.990000009537	39.6	359.989990234	518.0
139	1274257201	-7200	1274257201	490.5	6.56	46.51	1.36799998283	101.809997559	74.7756729126	1.33000004292	1.5	0.939999997616	39.6	359.989990234	528.0
139	1274257231	-7200	1274257231	490.5	6.56	46.51	1.36799998283	101.809997559	198.621948242	3.20000004768	14.5	1.0	39.6	359.989990234	558.0
139	1274257241	-7200	1274257241	490.0	6.56	46.51	1.36799998283	101.809997559	338.18862915	2.47000002861	5.5	1.0	39.6	359.989990234	568.0
139	1274257251	-7200	1274257251	490.0	6.56	46.51	1.36799998283	101.809997559	97.0619659424	3.20000004768	13.0	1.0	39.6	359.989990234	578.0
139	1274257261	-7200	1274257261	490.5	6.56	46.51	1.36799998283	101.809997559	157.354949951	3.20000004768	10.5	1.0	39.6	359.989990234	588.0
139	1274257271	-7200	1274257271	490.5	6.56	46.51	1.36799998283	101.809997559	342.83001709	2.81999993324	3.5	1.0	39.6	359.989990234	598.0
139	1274257331	-7200	1274257331	490.5	6.56	46.51	1.36799998283	101.809997559	218.561126709	3.02999997139	14.5	1.0	39.6	359.989990234	658.0
139	1274258115	-7200	1274258115	487.5	6.56	46.51			97.220451355	2.88000011444	36.5	1.0			55.0
139	1274258125	-7200	1274258125	487.5	6.56	46.51			342.76965332	2.86999988556	12.0	1.0			65.0
139	1274258135	-7200	1274258135	487.5	6.56	46.51			257.458343506	2.86999988556	7.5	1.0			75.0
139	1274258225	-7200	1274258225	487.5	6.56	46.51			279.910675049	2.27999997139	33.5	0.980000019073			165.0
139	1274258264	-7200	1274258264	487.5	6.56	46.51			186.214675903	2.42000007629	28.5	1.0			204.0
139	1274258274	-7200	1274258274	487.5	6.56	46.51			78.8661499023	2.42000007629	9.5	1.0			214.0
139	1274258284	-7200	1274258284	487.5	6.56	46.51			143.09866333	2.42000007629	3.0	1.0			224.0
139	1274258294	-7200	1274258294	487.5	6.56	46.51			329.207672119	2.42000007629	1.5	1.0			234.0
139	1274258583	-7200	1274258583	487.5	6.56	46.51	4.17599987984	159.839996338	56.745891571	2.80999994278	27.5	1.0	31.931999588	238.839996338	523.0
